,arr_time,soc_init,soc_need,batt_cap,duration,overstay_duration,power_max
0,7.316666666666666,0.017916051045598347,0.95,11.774690479662906,11.735555555555555,2.464444444444444,3.6
0,7.7,0.6934073954675258,0.95,54.44817875969547,15.777777777777777,0.01888888888888829,3.6
0,7.716666666666667,0.2920633847335079,0.95,11.774690479662906,9.751111111111111,0.48555555555555685,3.6
0,7.733333333333333,0.7543260666614175,0.95,11.774690479662906,4.754444444444444,0.6988888888888889,3.6
0,7.866666666666667,0.3751228928954583,0.95,11.774690479662906,8.54,2.5122222222222224,3.6
0,7.916666666666667,0.42845762819781497,0.95,11.774690479662906,7.772222222222222,11.89,3.6
0,8.05,0.254440315085508,0.95,11.774690479662906,8.44111111111111,7.663333333333332,3.6
0,8.066666666666666,0.7500796705386185,0.95,11.774690479662906,4.323333333333333,0.021111111111111747,3.6
0,8.333333333333334,0.6151292017560632,0.95,11.774690479662906,5.221111111111111,8.377777777777776,3.6
0,8.433333333333334,0.5197551448379956,0.95,11.774690479662906,6.471111111111111,13.29888888888889,3.6
0,9.183333333333334,0.5595863404698511,0.95,11.774690479662906,5.828888888888889,5.212222222222223,3.6
0,9.233333333333333,0.39949720664032506,0.95,11.774690479662906,10.247777777777777,2.964444444444444,3.6
0,9.6,0.7396899352586528,0.95,54.44817875969547,7.937777777777778,0.00888888888888939,7.2
0,10.683333333333334,0.6574233071391422,0.95,11.774690479662906,4.22,9.435555555555556,3.6
0,11.7,0.015453141294374695,0.95,11.774690479662906,11.777777777777777,1.6733333333333356,3.6
0,11.95,0.738359617239693,0.95,11.774690479662906,4.932222222222222,0.14111111111111097,3.6
0,12.3,0.620649516715702,0.95,11.774690479662906,8.761111111111111,0.01777777777777878,3.6
0,12.9,0.016557204286302585,0.95,11.774690479662906,11.636666666666667,2.522222222222222,3.6
0,12.95,0.03957267127187358,0.95,11.774690479662906,11.584444444444445,2.232222222222221,3.6
0,13.866666666666667,0.7012680807971299,0.95,54.44817875969547,8.523333333333333,3.370000000000001,7.2
0,13.916666666666666,0.5421761163663747,0.95,11.774690479662906,5.892222222222222,0.012222222222222356,3.6
0,14.133333333333333,0.45911660820442435,0.95,11.774690479662906,7.343333333333334,0.04666666666666597,3.6
0,14.55,0.9430359103586095,0.95,11.774690479662906,6.057777777777777,9.707777777777778,3.6
0,14.883333333333333,0.3736791182137066,0.95,11.774690479662906,8.318888888888889,1.506666666666666,3.6
0,15.483333333333333,0.1287469898506547,0.95,11.774690479662906,9.265555555555554,0.01555555555555621,3.6
0,15.733333333333333,0.48323613818192324,0.95,11.774690479662906,6.9399999999999995,0.5033333333333339,3.6
0,16.5,0.0,0.95,11.774690479662906,13.782222222222222,2.652222222222223,3.6
0,17.016666666666666,0.7619129007932812,0.95,54.44817875969547,9.52111111111111,5.728888888888889,7.2
0,17.8,0.5854044288964695,0.95,11.774690479662906,5.542222222222223,6.926666666666667,3.6
0,18.816666666666666,0.5567837190288036,0.95,11.774690479662906,5.6288888888888895,0.04222222222222172,3.6
