,arr_time,soc_init,soc_need,batt_cap,duration,overstay_duration,power_max
0,13.16666667,0.175032708,0.95,11.77469048,3.790277778,0.005,7.2
0,15.66666667,0.183015932,0.95,11.77469048,2.374444444,0.003611111,7.2
0,7.95,0.184884347,0.95,11.77469048,2.564444444,0.468055556,7.2
0,13.38333333,0.18598841,0.95,11.77469048,1.661111111,0.009166667,7.2
0,8.316666667,0.188366391,0.95,11.77469048,2.330555556,1.367777778,7.2
0,17.18333333,0.190404662,0.95,11.77469048,2.196666667,1.477222222,7.2
0,17.08333333,0.203653417,0.95,11.77469048,2.136666667,1.597222222,7.2
0,11.55,0.208918949,0.95,11.77469048,1.596944444,0.018333333,7.2
0,17.11666667,0.213165345,0.95,11.77469048,2.074166667,1.665555556,7.2
0,8.616666667,0.216817245,0.95,11.77469048,2.688055556,0.618888889,7.2
0,17.56666667,0.22029929,0.95,11.77469048,2.333333333,0.003611111,7.2
0,16.13333333,0.233632974,0.95,11.77469048,2.638055556,0.091388889,7.2
0,17.16666667,0.237369803,0.95,11.77469048,2.120833333,1.34,7.2
0,8.4,0.243059973,0.95,11.77469048,2.121388889,1.807777778,7.2
0,18.15,0.247391298,0.95,11.77469048,2.486666667,0.003333333,7.2
0,19.25,0.247900865,0.95,11.77469048,2.127222222,0.006111111,7.2
0,8.05,0.254440315,0.95,11.77469048,2.110277778,1.915833333,7.2
0,16.9,0.257582648,0.95,11.77469048,1.9275,0.213333333,7.2
0,7.75,0.259790774,0.95,11.77469048,2.4675,0.006388889,7.2
0,7.65,0.276012007,0.95,11.77469048,2.1925,1.199166667,7.2
0,18.65,0.276181863,0.95,11.77469048,2.38,0.145555556,7.2
0,8.783333333,0.276776359,0.95,11.77469048,2.202777778,1.2925,7.2
0,8.166666667,0.277285926,0.95,11.77469048,2.161666667,2.115,7.2
0,7.766666667,0.278729701,0.95,11.77469048,2.476666667,0.004166667,7.2
0,17.23333333,0.280258404,0.95,11.77469048,1.984722222,1.723888889,7.2
0,8.7,0.282211746,0.95,11.77469048,2.182222222,1.131944444,7.2
0,13.05,0.284929439,0.95,11.77469048,2.437777778,0.004166667,7.2
0,17.9,0.285354079,0.95,11.77469048,2.095833333,0.002222222,7.2
0,16.03333333,0.287562205,0.95,11.77469048,2.101944444,0.0025,7.2
0,12.13333333,0.287732061,0.95,11.77469048,2.177222222,2.4625,7.2
0,7.416666667,0.290025115,0.95,11.77469048,2.46,0.1225,7.2
0,17.03333333,0.290110043,0.95,11.77469048,2.012777778,1.868333333,7.2
0,7.716666667,0.292063385,0.95,11.77469048,2.437777778,0.121388889,7.2
0,8.3,0.298942546,0.95,11.77469048,2.041388889,1.849166667,7.2
0,8.683333333,0.299791826,0.95,11.77469048,2.0225,0.365277778,7.2
0,16.15,0.311002311,0.95,11.77469048,1.977222222,1.823055556,7.2
0,14.85,0.312531014,0.95,11.77469048,1.994722222,0.004166667,7.2
0,13.55,0.313635077,0.95,11.77469048,2.405833333,0.074722222,7.2
0,14.68333333,0.316692482,0.95,11.77469048,2.273611111,0.003888889,7.2
0,17.38333333,0.316947266,0.95,11.77469048,2.003333333,0.001944444,7.2
0,18.91666667,0.322467581,0.95,11.77469048,2.261388889,0.003055556,7.2
0,7.65,0.325524986,0.95,11.77469048,2.319444444,0.098611111,7.2
0,15.11666667,0.326798905,0.95,11.77469048,2.071666667,0.547777778,7.2
0,18.23333333,0.32985631,0.95,11.77469048,2.231111111,0.005277778,7.2
0,7.966666667,0.338009391,0.95,11.77469048,3.035555556,0.003611111,7.2
0,15.23333333,0.33885867,0.95,11.77469048,2.003611111,0.848333333,7.2
0,16.06666667,0.339198382,0.95,11.77469048,2.266666667,1.115277778,7.2
0,10.73333333,0.340047661,0.95,11.77469048,1.928333333,0.001666667,7.2
0,18.05,0.340812012,0.95,11.77469048,2.197222222,0.005277778,7.2
0,8.35,0.344209129,0.95,11.77469048,1.992222222,1.870555556,7.2
0,8.6,0.34743639,0.95,11.77469048,2.229722222,0.987777778,7.2
0,15.95,0.34743639,0.95,11.77469048,1.820555556,2.142222222,7.2
0,7.983333333,0.351173219,0.95,11.77469048,2.959166667,0.001666667,7.2
0,16.55,0.355334687,0.95,11.77469048,1.989166667,1.310277778,7.2
0,12.63333333,0.357118173,0.95,11.77469048,1.900555556,1.934444444,7.2
0,8.45,0.359835867,0.95,11.77469048,1.9375,0.163055556,7.2
0,7.316666667,0.363148056,0.95,11.77469048,2.650833333,0.003888889,7.2
0,7.133333333,0.367988947,0.95,11.77469048,2.577222222,0.2875,7.2
0,7.9,0.371046353,0.95,11.77469048,2.175277778,1.169722222,7.2
0,12.06666667,0.371386064,0.95,11.77469048,2.489444444,0.562777778,7.2
0,14.88333333,0.373679118,0.95,11.77469048,2.079722222,0.376666667,7.2
0,8.116666667,0.37444347,0.95,11.77469048,2.123888889,1.2,7.2
0,7.866666667,0.375122893,0.95,11.77469048,2.135,0.628055556,7.2
0,7.033333333,0.375887244,0.95,11.77469048,2.955,0.912222222,7.2
0,13.65,0.376736523,0.95,11.77469048,2.130833333,0.741111111,7.2
0,7.983333333,0.377246091,0.95,11.77469048,2.154722222,0.620555556,7.2
0,15.6,0.378774794,0.95,11.77469048,2.122222222,2.692222222,7.2
0,12.58333333,0.381067847,0.95,11.77469048,2.051388889,0.926111111,7.2
0,13.15,0.382426694,0.95,11.77469048,1.798888889,0.006111111,7.2
0,9.95,0.383106118,0.95,11.77469048,2.139166667,3.078333333,7.2
0,10.3,0.383870469,0.95,11.77469048,2.280833333,2.552777778,7.2
0,12.25,0.384974532,0.95,11.77469048,2.718888889,0.147222222,7.2
0,8.666666667,0.386758018,0.95,11.77469048,2.121944444,0.124722222,7.2
0,8.466666667,0.389985279,0.95,11.77469048,2.060833333,1.963333333,7.2
0,8.7,0.390494847,0.95,11.77469048,1.955833333,0.002222222,7.2
0,12.11666667,0.391768766,0.95,11.77469048,1.768611111,0.0025,7.2
0,8.5,0.392363261,0.95,11.77469048,1.894444444,1.580277778,7.2
0,8.733333333,0.392618045,0.95,11.77469048,1.85,0.545833333,7.2
0,9.166666667,0.392787901,0.95,11.77469048,3.004722222,0.003611111,7.2
0,7.983333333,0.395080955,0.95,11.77469048,2.795833333,0.001666667,7.2
0,8.1,0.396269946,0.95,11.77469048,1.807777778,2.179722222,7.2
0,7.95,0.397968504,0.95,11.77469048,2.077222222,1.065833333,7.2
0,15.33333333,0.398223288,0.95,11.77469048,1.753888889,0.0225,7.2
0,11.21666667,0.398987639,0.95,11.77469048,2.084166667,1.636388889,7.2
0,9.233333333,0.399497207,0.95,11.77469048,2.561944444,0.741111111,7.2
0,8.516666667,0.399667062,0.95,11.77469048,2.108333333,0.42,7.2
0,8.6,0.401195765,0.95,11.77469048,2.061666667,1.439722222,7.2
0,13.23333333,0.401195765,0.95,11.77469048,1.699166667,0.008333333,7.2
0,7.966666667,0.401450549,0.95,11.77469048,3.584722222,0.003333333,7.2
0,8.083333333,0.402299828,0.95,11.77469048,2.046388889,0.930277778,7.2
0,14.5,0.402724468,0.95,11.77469048,2.060555556,0.818888889,7.2
0,11.28333333,0.403234035,0.95,11.77469048,2.684444444,1.164444444,7.2
0,13.15,0.403828531,0.95,11.77469048,2.014444444,0.126388889,7.2
0,7.933333333,0.404423026,0.95,11.77469048,2.053333333,1.165833333,7.2
0,8.116666667,0.404507954,0.95,11.77469048,2.0275,0.243333333,7.2
0,8.116666667,0.404762738,0.95,11.77469048,3.419722222,1.329166667,7.2
0,8.066666667,0.405781873,0.95,11.77469048,2.041944444,1.051111111,7.2
0,7.95,0.406206513,0.95,11.77469048,2.086388889,1.128611111,7.2
0,12.25,0.406206513,0.95,11.77469048,2.037777778,0.693055556,7.2
0,11.06666667,0.40671608,0.95,11.77469048,2.022777778,0.705833333,7.2
0,11.96666667,0.406801008,0.95,11.77469048,2.811111111,0.006388889,7.2
0,10.01666667,0.407650287,0.95,11.77469048,1.968611111,0.004444444,7.2
0,14.16666667,0.407735215,0.95,11.77469048,2.027222222,0.008333333,7.2
0,8.483333333,0.408074927,0.95,11.77469048,2.060833333,0.39,7.2
0,11.18333333,0.408329711,0.95,11.77469048,2.008333333,0.871944444,7.2
0,7.716666667,0.408584494,0.95,11.77469048,1.976666667,0.006111111,7.2
0,8.65,0.408669422,0.95,11.77469048,2.041388889,0.521666667,7.2
0,11.1,0.409009134,0.95,11.77469048,3.477222222,0.636944444,7.2
0,7.75,0.409094062,0.95,11.77469048,1.999722222,0.579444444,7.2
0,12.68333333,0.410452909,0.95,11.77469048,1.978055556,1.542222222,7.2
0,8.45,0.411132332,0.95,11.77469048,2.034166667,0.533611111,7.2
0,15.83333333,0.411556972,0.95,11.77469048,1.991388889,1.739722222,7.2
0,18.61666667,0.411726827,0.95,11.77469048,1.928611111,0.0075,7.2
0,8.416666667,0.411896683,0.95,11.77469048,1.835,1.616388889,7.2
0,14.36666667,0.412066539,0.95,11.77469048,1.993611111,3.118055556,7.2
0,16.06666667,0.412491179,0.95,11.77469048,1.944444444,0.006666667,7.2
0,11.13333333,0.413170602,0.95,11.77469048,3.306111111,0.638888889,7.2
0,12.53333333,0.413170602,0.95,11.77469048,1.820555556,1.001666667,7.2
0,12.16666667,0.41325553,0.95,11.77469048,2.01,0.713888889,7.2
0,12.11666667,0.413765098,0.95,11.77469048,1.990555556,0.380555556,7.2
0,11.03333333,0.414274665,0.95,11.77469048,2.359166667,0.002222222,7.2
0,18.23333333,0.414614377,0.95,11.77469048,2.003055556,0.406111111,7.2
0,9.883333333,0.417247142,0.95,11.77469048,3.975,0.752222222,7.2
0,12.75,0.418096422,0.95,11.77469048,1.986111111,0.359722222,7.2
0,12.08333333,0.418351205,0.95,11.77469048,1.995833333,0.921944444,7.2
0,19.08333333,0.418351205,0.95,11.77469048,1.997222222,0.203333333,7.2
0,11.73333333,0.418860773,0.95,11.77469048,2.873888889,0.002222222,7.2
0,8.783333333,0.420134692,0.95,11.77469048,2.262777778,1.003333333,7.2
0,11.71666667,0.42183325,0.95,11.77469048,1.829166667,0.003888889,7.2
0,12.96666667,0.421918178,0.95,11.77469048,1.865555556,0.003611111,7.2
0,14.28333333,0.423277025,0.95,11.77469048,1.940277778,2.188888889,7.2
0,18.06666667,0.423446881,0.95,11.77469048,1.822777778,0.009722222,7.2
0,16.26666667,0.423616737,0.95,11.77469048,1.897777778,0.005555556,7.2
0,12.23333333,0.423701665,0.95,11.77469048,1.951111111,2.19,7.2
0,8.666666667,0.4247208,0.95,11.77469048,3.381111111,1.137777778,7.2
0,9.35,0.425485151,0.95,11.77469048,1.946666667,0.786666667,7.2
0,7.883333333,0.425655007,0.95,11.77469048,2.016388889,0.765277778,7.2
0,8.416666667,0.426164574,0.95,11.77469048,1.946388889,0.070277778,7.2
0,8.866666667,0.426164574,0.95,11.77469048,2.403333333,0.997222222,7.2
0,8.383333333,0.42633443,0.95,11.77469048,1.836111111,0.013888889,7.2
0,16,0.428287772,0.95,11.77469048,1.866666667,0.004722222,7.2
0,7.916666667,0.428457628,0.95,11.77469048,1.943055556,2.9725,7.2
0,8.183333333,0.428712412,0.95,11.77469048,1.933055556,0.675,7.2
0,12.28333333,0.429137052,0.95,11.77469048,1.919444444,1.853055556,7.2
0,8.75,0.429306907,0.95,11.77469048,1.92,1.206944444,7.2
0,9.016666667,0.431005466,0.95,11.77469048,3.810277778,0.004166667,7.2
0,18.45,0.431005466,0.95,11.77469048,1.963611111,0.277777778,7.2
0,10.88333333,0.43126025,0.95,11.77469048,1.912777778,1.925277778,7.2
0,11.95,0.431939673,0.95,11.77469048,1.926388889,1.207222222,7.2
0,8.9,0.433638231,0.95,11.77469048,3.563611111,0.608055556,7.2
0,11.23333333,0.433638231,0.95,11.77469048,1.908888889,1.940833333,7.2
0,9.716666667,0.433723159,0.95,11.77469048,1.905833333,0.354722222,7.2
0,9.15,0.434147799,0.95,11.77469048,1.9025,2.256944444,7.2
0,11.66666667,0.434827222,0.95,11.77469048,1.900277778,1.55,7.2
0,12.93333333,0.43533679,0.95,11.77469048,1.744444444,2.161111111,7.2
0,14.83333333,0.435676502,0.95,11.77469048,1.821666667,0.496111111,7.2
0,8.6,0.436101141,0.95,11.77469048,1.932777778,1.894722222,7.2
0,11.33333333,0.436101141,0.95,11.77469048,1.9175,2.032777778,7.2
0,13.06666667,0.436101141,0.95,11.77469048,1.8825,1.757222222,7.2
0,13.98333333,0.436270997,0.95,11.77469048,1.940277778,1.735555556,7.2
0,18.2,0.4377997,0.95,11.77469048,1.910833333,0.801944444,7.2
0,11.46666667,0.444254222,0.95,11.77469048,1.655277778,0.007222222,7.2
0,8.266666667,0.444848717,0.95,11.77469048,1.9125,0.131666667,7.2
0,9.933333333,0.445867852,0.95,11.77469048,1.868055556,1.006388889,7.2
0,8.066666667,0.446037708,0.95,11.77469048,1.878888889,0.003611111,7.2
0,19.11666667,0.446632204,0.95,11.77469048,1.799722222,0.0025,7.2
0,9.266666667,0.447396555,0.95,11.77469048,2.674444444,0.004444444,7.2
0,15.93333333,0.448075978,0.95,11.77469048,1.8875,1.079722222,7.2
0,15.16666667,0.44884033,0.95,11.77469048,1.775277778,0.002777778,7.2
0,8.916666667,0.449010185,0.95,11.77469048,1.8475,1.5025,7.2
0,11.16666667,0.449689609,0.95,11.77469048,1.848055556,2.120277778,7.2
0,13.35,0.451133383,0.95,11.77469048,1.739444444,0.003055556,7.2
0,7.966666667,0.452322374,0.95,11.77469048,1.877777778,1.192777778,7.2
0,13.2,0.452407302,0.95,11.77469048,1.841666667,1.240555556,7.2
0,11.86666667,0.452831942,0.95,11.77469048,1.850555556,0.0875,7.2
0,11.18333333,0.453766149,0.95,11.77469048,1.882777778,1.854444444,7.2
0,14.78333333,0.453936005,0.95,11.77469048,1.797222222,0.176111111,7.2
0,9.583333333,0.45495514,0.95,11.77469048,1.84,0.8325,7.2
0,8.066666667,0.456738626,0.95,11.77469048,1.856388889,1.0875,7.2
0,18.28333333,0.457672834,0.95,11.77469048,1.716111111,0.0025,7.2
0,13,0.457842689,0.95,11.77469048,1.828333333,1.255833333,7.2
0,15.38333333,0.457927617,0.95,11.77469048,1.647222222,0.004722222,7.2
0,14.13333333,0.459116608,0.95,11.77469048,1.835833333,0.011666667,7.2
0,11.81666667,0.469053175,0.95,11.77469048,3.365833333,0.0025,7.2
0,10.46666667,0.469223031,0.95,11.77469048,1.696666667,0.003333333,7.2
0,13.16666667,0.47007231,0.95,11.77469048,1.781388889,2.005,7.2
0,13.01666667,0.472450292,0.95,11.77469048,1.578611111,1.126111111,7.2
0,8.816666667,0.472620148,0.95,11.77469048,1.770833333,0.382777778,7.2
0,14.86666667,0.475252913,0.95,11.77469048,1.617222222,1.537777778,7.2
0,12.01666667,0.475677553,0.95,11.77469048,1.791388889,0.390833333,7.2
0,7.033333333,0.476017265,0.95,11.77469048,1.798333333,0.133611111,7.2
0,7.866666667,0.477206256,0.95,11.77469048,2.875833333,0.005277778,7.2
0,16.43333333,0.477885679,0.95,11.77469048,3.053055556,0.002222222,7.2
0,15.15,0.478055535,0.95,11.77469048,2.841111111,0.002222222,7.2
0,12.51666667,0.479329454,0.95,11.77469048,1.850277778,2.124444444,7.2
0,11.6,0.480178733,0.95,11.77469048,1.743333333,0.439166667,7.2
0,16.45,0.480178733,0.95,11.77469048,2.124722222,0.003055556,7.2
0,15.65,0.480518445,0.95,11.77469048,3.101666667,0.003055556,7.2
0,8.983333333,0.481282796,0.95,11.77469048,1.743888889,1.935833333,7.2
0,9.766666667,0.481282796,0.95,11.77469048,1.746944444,0.568888889,7.2
0,16.68333333,0.482896426,0.95,11.77469048,2.180833333,0.003333333,7.2
0,15.73333333,0.483236138,0.95,11.77469048,1.735,0.125833333,7.2
0,17.18333333,0.483745706,0.95,11.77469048,1.912222222,0.010555556,7.2
0,9.083333333,0.485019625,0.95,11.77469048,3.285833333,0.003333333,7.2
0,15.23333333,0.48518948,0.95,11.77469048,3.188055556,0.003333333,7.2
0,8.55,0.488331814,0.95,11.77469048,1.600555556,2.078333333,7.2
0,13.33333333,0.488416741,0.95,11.77469048,1.714166667,1.163055556,7.2
0,16.48333333,0.488671525,0.95,11.77469048,2.438611111,0.005555556,7.2
0,16.68333333,0.491559075,0.95,11.77469048,1.982222222,0.003611111,7.2
0,16.16666667,0.491644003,0.95,11.77469048,2.72,0.003333333,7.2
0,7.816666667,0.49215357,0.95,11.77469048,1.722222222,7.548888889,7.2
0,19.28333333,0.49257821,0.95,11.77469048,1.6225,0.003888889,7.2
0,8.15,0.493682273,0.95,11.77469048,1.705555556,1.239722222,7.2
0,12.3,0.494361696,0.95,11.77469048,3.763888889,0.003333333,7.2
0,13.05,0.494956191,0.95,11.77469048,1.611666667,0.002222222,7.2
0,12.05,0.495295903,0.95,11.77469048,1.726666667,2.215833333,7.2
0,11.2,0.496569822,0.95,11.77469048,1.688055556,1.198333333,7.2
0,17.81666667,0.498523164,0.95,11.77469048,1.616666667,0.004444444,7.2
0,10.28333333,0.498608092,0.95,11.77469048,1.708055556,1.344444444,7.2
0,10.8,0.500051867,0.95,11.77469048,1.673888889,1.269444444,7.2
0,10.41666667,0.500221723,0.95,11.77469048,2.369166667,0.985833333,7.2
0,8.383333333,0.500476506,0.95,11.77469048,1.6875,2.316111111,7.2
0,16.95,0.500561434,0.95,11.77469048,2.684166667,0.002222222,7.2
0,16.05,0.501240858,0.95,11.77469048,2.454444444,0.002777778,7.2
0,15.41666667,0.501920281,0.95,11.77469048,1.676666667,0.381111111,7.2
0,8.733333333,0.502599705,0.95,11.77469048,1.708333333,1.693333333,7.2
0,9.3,0.504468119,0.95,11.77469048,1.6025,0.002222222,7.2
0,14.33333333,0.508289875,0.95,11.77469048,1.661666667,2.175833333,7.2
0,17.41666667,0.508799443,0.95,11.77469048,1.607777778,0.025555556,7.2
0,11.06666667,0.511602064,0.95,11.77469048,1.664166667,2.267222222,7.2
0,12.3,0.512281488,0.95,11.77469048,1.6375,1.968055556,7.2
0,9.483333333,0.512621199,0.95,11.77469048,1.630555556,0.675555556,7.2
0,11.9,0.513215695,0.95,11.77469048,1.564444444,0.003888889,7.2
0,7.966666667,0.515423821,0.95,11.77469048,1.6275,2.142222222,7.2
0,8.75,0.515423821,0.95,11.77469048,1.626666667,1.725555556,7.2
0,16.16666667,0.515678605,0.95,11.77469048,2.564166667,0.176388889,7.2
0,13.46666667,0.515933388,0.95,11.77469048,1.647222222,0.876388889,7.2
0,8.816666667,0.516103244,0.95,11.77469048,1.643611111,2.940555556,7.2
0,15.21666667,0.516867595,0.95,11.77469048,3.449166667,0.002222222,7.2
0,13.16666667,0.517037451,0.95,11.77469048,1.665833333,0.943611111,7.2
0,12.98333333,0.517292235,0.95,11.77469048,4.182777778,0.002222222,7.2
0,8.433333333,0.519755145,0.95,11.77469048,1.617777778,3.324722222,7.2
0,12.93333333,0.521453703,0.95,11.77469048,1.619722222,0.378055556,7.2
0,10.41666667,0.522133127,0.95,11.77469048,1.599444444,0.671111111,7.2
0,13.51666667,0.522557766,0.95,11.77469048,1.598888889,1.586666667,7.2
0,9.916666667,0.523576901,0.95,11.77469048,1.630555556,1.721944444,7.2
0,7,0.525869955,0.95,11.77469048,3.508333333,0.423611111,7.2
0,13.71666667,0.529946496,0.95,11.77469048,2.964444444,0.001944444,7.2
0,12.23333333,0.530965631,0.95,11.77469048,1.575555556,1.276666667,7.2
0,13.63333333,0.534023036,0.95,11.77469048,1.573055556,0.976666667,7.2
0,13.43333333,0.537335225,0.95,11.77469048,1.564166667,1.1925,7.2
0,19.83333333,0.538863927,0.95,11.77469048,1.996666667,0.003055556,7.2
0,7.95,0.539883062,0.95,11.77469048,1.599722222,1.643055556,7.2
0,8.466666667,0.541836405,0.95,11.77469048,1.562777778,2.091944444,7.2
0,11.41666667,0.544723954,0.95,11.77469048,2.828055556,0.003888889,7.2
0,9.216666667,0.547441648,0.95,11.77469048,2.1475,0.003611111,7.2
0,11.03333333,0.547696431,0.95,11.77469048,3.844444444,0.004722222,7.2
0,14.7,0.549989485,0.95,11.77469048,2.589166667,0.004444444,7.2
0,14.88333333,0.551178476,0.95,11.77469048,3.805833333,0.002777778,7.2
0,18.11666667,0.557208359,0.95,11.77469048,1.753333333,0.005,7.2
0,17.96666667,0.55839735,0.95,11.77469048,1.569166667,1.379166667,7.2
0,11.6,0.560860259,0.95,11.77469048,2.670833333,0.001944444,7.2
0,10.3,0.57308988,0.95,11.77469048,2.171944444,0.0025,7.2
0,11.26666667,0.573684376,0.95,11.77469048,3.389722222,0.1725,7.2
0,7.666666667,0.579034835,0.95,11.77469048,2.441944444,0.003888889,7.2
