,arr_time,soc_init,soc_need,batt_cap,duration,overstay_duration,power_max
0,14.83333333,0.582941519,0.95,11.77469048,1.785555556,0.0025,7.2
0,16.7,0.585829069,0.95,11.77469048,3.496666667,0.0025,7.2
0,14.55,0.587612555,0.95,11.77469048,2.007777778,0.005833333,7.2
0,13.68333333,0.590075465,0.95,11.77469048,3.294166667,0.012222222,7.2
0,12.23333333,0.593982149,0.95,11.77469048,2.192222222,0.002222222,7.2
0,9.016666667,0.596445059,0.95,11.77469048,4.01,0.111944444,7.2
0,12.45,0.599842176,0.95,11.77469048,1.750555556,0.004166667,7.2
0,12.3,0.614025139,0.95,11.77469048,2.650277778,0.003333333,7.2
0,18.7,0.614619634,0.95,11.77469048,3.193333333,0.013611111,7.2
0,12.3,0.620649517,0.95,11.77469048,2.190277778,0.004444444,7.2
0,14.21666667,0.622687787,0.95,11.77469048,1.611944444,0.697777778,7.2
0,14.38333333,0.625915048,0.95,11.77469048,3.328333333,0.0025,7.2
0,11.56666667,0.627188967,0.95,11.77469048,1.586666667,0.004444444,7.2
0,12.33333333,0.627613606,0.95,11.77469048,2.294166667,0.003055556,7.2
0,14.56666667,0.642560921,0.95,11.77469048,2.725555556,0.0025,7.2
0,9.366666667,0.654875469,0.95,11.77469048,3.763333333,0.0025,7.2
0,10.9,0.657253451,0.95,11.77469048,3.092777778,0.003611111,7.2
0,9.033333333,0.659206794,0.95,11.77469048,2.800555556,0.004166667,7.2
0,11.76666667,0.661669703,0.95,11.77469048,2.789444444,0.003888889,7.2
0,16.98333333,0.696065512,0.95,11.77469048,2.448333333,0.019166667,7.2
0,8.75,0.705917151,0.95,11.77469048,3.343055556,0.003055556,7.2
0,14.76666667,0.707021214,0.95,11.77469048,2.336944444,0.0025,7.2
0,14.83333333,0.719420691,0.95,11.77469048,2.215555556,0.001111111,7.2
0,14.38333333,0.731140744,0.95,11.77469048,2.077777778,0.003333333,7.2
0,17.75,0.732414663,0.95,11.77469048,2.024166667,0.003888889,7.2
0,7.416666667,0.781078362,0.95,11.77469048,1.618611111,0.001944444,7.2
0,9.2,0.789656082,0.95,11.77469048,2.936666667,0.003888889,7.2
