,arrHour,highPower,power_kw,estDurationHrs,estEnergykWh
0,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
1,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
2,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
3,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
4,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
5,,0,"[3.1025650778690115, 3.0952920785761804, 3.0867152518203844, 3.077611344035993, 3.0694906434686713, 3.066579633881038, 3.0837459703155425]",1.2226350000000001,3.597
6,,0,"[2.6544855544413437, 2.613175105038969, 2.57543124478797, 2.5427045534816415, 2.516598361276001, 2.499085236665956, 2.492988734300062, 2.503208927959302, 2.5405901443513907, 2.6382552165938913]",1.807638230769231,4.262753846153847
7,,0,"[2.746170231202938, 2.7580113775052624, 2.761369001652087, 2.752871327474408, 2.7350403374645773, 2.7107461431755304, 2.6823188661299855, 2.651534140126968, 2.6197261628207498, 2.587882950625962, 2.556704579280306, 2.5266249017191025, 3.2999999971315623, 3.2999999971652474, 3.299999997219421, 3.2999999972967102, 3.2999999973990275, 3.2999999975259438, 3.2999999976796923]",3.2155733333333334,9.198166666666667
8,,0,"[0.22704594552927582, 0.16449621842494003, 0.1243448095412654, 0.11935849969309784, 0.14787791179492119, 0.19744804446874145, 3.2999999999303053, 3.2999999999366896, 3.299999999941828, 3.299999999946015, 3.2999999999495584, 3.299999999952793, 3.2999999999560736, 3.299999999959733, 3.2999999999639953, 3.2999999999688296, 3.2999999999737186, 3.299999999977267, 3.2999999999761425, 3.29999999996075, 3.2999999998677096]",3.596892,8.413428571428572
9,,0,"[2.6561973493780595, 2.685466550753341, 2.7114502117440584, 2.724321032063772, 2.725464798399733, 2.71733940560416, 2.7020276888455275, 2.6811717373671935, 2.6560860390073784, 2.6278534207026407, 2.597387121426403, 2.5654699259055165, 2.5327807931832145, 2.499915801017818, 2.46740719277175, 2.4357424742210108, 2.405384362631554, 2.376791891843284, 2.3504429911345692, 2.3268591932377993, 2.3066345445303096, 2.2904743864642647, 2.2792608891647372, 2.2742038046177773, 2.277305306174605, 2.293177590724518, 2.3378078061597667, 2.4916981400180696]",4.67112306122449,11.666020408163266
10,,0,"[2.7241895934227913, 2.755765982463402, 2.7767590169528837, 2.784264179108516, 2.780569300984185, 2.7682812812978614, 2.7495897106182285, 2.726262361034348, 2.6997394570722024, 2.6712151139218108, 2.641696743614196, 2.6120500006695573, 2.583036544350403, 2.555349254899039, 2.52964752874415, 2.5065942894290427, 2.48689708581491, 2.4713613906248013, 2.4609897116975405, 2.457279421895816, 2.4634879437513924, 2.491334844847348, 2.6048806243010167]",3.837389310344828,10.050206896551725
