,arrHour,highPower,power_kw,estDurationHrs,estEnergykWh
16,,0,"[2.5215239816030706, 2.386223669901259, 2.262607374251097, 2.150337039241502, 2.0503311563051643, 1.9645221701806335, 1.8958450184228426, 1.8487291281725042, 1.830764391047888, 1.858020355030312, 1.9775957170174705]",2.72048125,5.6866249999999985
41,,1,"[5.2386691463926995, 4.956763525673086, 4.695444933615895, 4.467278422114078, 4.2822839471773975, 4.149447131643828, 4.079521265023935, 4.091585071916834, 4.239006556491308]",2.078756153846154,10.05
17,,0,"[2.6112518703583847, 2.479059588663682, 2.357567104532678, 2.245493817081026, 2.1429545746490595, 2.0511549512754357, 1.9721739771877767, 1.9089836740220463, 1.8659344604813282, 1.850304275218441, 1.877156248934026, 1.9899654588334752]",2.7904400000000003,6.337999999999999
42,,1,"[5.961987469595825, 5.847101102875562, 5.741510864837768, 5.643280642026873, 5.553380387861692, 5.475310906430614, 5.414956437625893, 5.381394588725772, 5.391070980925066, 5.487756619263109]",2.28150625,13.9744375
18,,0,"[3.1139726910233785, 3.1054213851787615, 3.099148226981905, 3.0939621475305263, 3.089132809341044, 3.0843547257897286, 3.0796525742967322, 3.075282554710381, 3.071659873189386, 3.069323755207036, 3.0690267808928557, 3.073062476787186]",2.8111099999999998,9.256
43,,1,"[3.8754396222888916, 4.6162421015957165, 4.592752461476685, 4.353240426647227, 4.060328110928573, 3.7724394729728874, 3.5121957442834955, 3.2883620598972554, 6.599999999977034, 6.599999999977277, 6.599999999977308, 6.5999999999775305, 6.59999999997885]",3.17187,16.26775
19,,0,"[3.1221033385090253, 3.0651393916285636, 3.0184609496362507, 2.9796172023082694, 2.9468979687839196, 2.919206760521395, 2.895900076763455, 2.876674315388836, 3.299999999484047, 3.2999999994691755, 3.2999999994412885, 3.2999999993916354]",2.8111099999999998,9.256
44,,1,"[4.560180903345645, 4.245753310994603, 4.014726132770257, 3.8646729862780544, 6.599999999842408]",1.18092,5.821333333333333
20,,0,"[2.7445719846614547, 2.6362985563034314, 2.5450775689217675, 2.474051890849046, 3.2999999997026506, 3.2999999997174636]",1.2820799999999999,4.25
45,,1,"[6.285002399420676, 6.224774262014776, 6.176783596286817, 6.136045224504256, 6.09963157903463, 6.066597583964317, 6.037637488729136, 6.014881545582011, 6.002530606061017, 6.012115719966299]",2.44333,15.264000000000001
21,,0,"[2.902797544261358, 2.86341195735238, 2.8287296593379763, 2.801629544712798, 2.78993703150648, 2.813494262249238]",1.2820799999999999,4.25
46,,1,"[6.285002399420676, 6.224774262014776, 6.176783596286817, 6.136045224504256, 6.09963157903463, 6.066597583964317, 6.037637488729136, 6.014881545582011, 6.002530606061017, 6.012115719966299]",2.44333,15.264000000000001
22,,0,"[2.902797544261358, 2.86341195735238, 2.8287296593379763, 2.801629544712798, 2.78993703150648, 2.813494262249238]",1.2820799999999999,4.25
47,,1,"[6.285002399420676, 6.224774262014776, 6.176783596286817, 6.136045224504256, 6.09963157903463, 6.066597583964317, 6.037637488729136, 6.014881545582011, 6.002530606061017, 6.012115719966299]",2.44333,15.264000000000001
23,,0,"[2.902797544261358, 2.86341195735238, 2.8287296593379763, 2.801629544712798, 2.78993703150648, 2.813494262249238]",1.2820799999999999,4.25
