,arrHour,highPower,power_kw,estDurationHrs,estEnergykWh
0,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
1,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
2,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
3,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
4,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
5,,0,"[3.300000000020149, 3.3000000002778194, 3.3000000003419188, 3.3000000003525924]",1.2226350000000001,3.3
6,,0,"[2.529211652187782, 2.4750480655250247, 2.4265579674488214, 2.387588643276697, 2.3637327426278225, 2.3706617042527722, 2.4982146095511037]",1.807638230769231,4.262753846153847
7,,0,"[2.9275092095338997, 2.969159999464923, 2.9888002769448376, 2.986243838958674, 2.969475249949736, 2.944884392446381, 2.9171059153438432, 2.8894877896683524, 3.2999999986104647, 3.299999998572778, 3.2999999985686865, 3.2999999986447803]",3.2155733333333334,9.198166666666667
8,,0,"[0.17532052582076887, 0.13645590849370623, 0.14641542012837105, 0.19552243170899045, 3.2999999999461176, 3.299999999954664, 3.299999999961766, 3.299999999967695, 3.299999999972857, 3.299999999977801, 3.299999999983091, 3.2999999999888896, 3.299999999990783, 3.299999999900313]",3.596892,8.413428571428572
9,,0,"[2.6979440859555304, 2.747465378906389, 2.7816022275545014, 2.7881476404213914, 2.7746613187337377, 2.7474232990334992, 2.7110312251065034, 2.6689712292708445, 2.623960291368258, 2.578157671260539, 2.533340935338605, 2.4910831265079874, 2.452936338721912, 2.420615634328903, 2.3962028367733867, 2.3827093016230196, 2.388645624807245, 2.4791834726400412]",4.67112306122449,11.666020408163266
10,,0,"[2.7415396723468586, 2.7957247253539954, 2.8246656252367606, 2.826000504781479, 2.8078915521341146, 2.7770484287596657, 2.7385239554121275, 2.6961957804674244, 2.653122268442877, 2.6118233962690294, 2.57453839729659, 2.543469181156863, 2.5211649968690204, 2.513710415404576, 2.575408690033573]",3.837389310344828,10.050206896551725
11,,0,"[2.6123131521541083, 2.5811271568938476, 2.545176751239609, 2.5074370453519506, 2.470460226805118, 2.4365222122543746, 2.407795933987998, 2.386588986609102, 2.3757139552611357, 2.379036088033084, 2.4020540994502544, 2.45234581677684, 1.9676941507304757e-09, 2.062947383060318e-09, 1.9821960523723278e-10]",3.906700476190476,7.389142857142858
12,,0,"[2.833427786311736, 2.8234681580705274, 2.8183386337819964, 2.8185588823392544, 2.8254697287912713, 2.8417382677104497, 2.871671067188543, 2.920169567956056, 2.1130350484385232e-10, 3.4367367011508163e-10, 6.538939853271764e-10, 1.133539171415275e-09, 1.7907671368227963e-09, 2.585832885386055e-09, 3.347900265117155e-09, 4.97255241615334e-09]",4.165243684210527,5.688210526315789
13,,0,"[3.2999999999212557, 3.299999999927702, 3.2999999999144243, 3.2999999998742062, 0.5666362122264162, 0.5772596415837365, 0.5945254056927446, 0.6204090022358928, 0.6593401668685092, 0.7221138744552572, 0.8569402565803862, 1.4747754407384788, -6.400212707823865e-12, -3.442179371381415e-12, 8.117240912023844e-14, 4.582448283230434e-12, 9.149132480922062e-12]",4.3881504,4.8180000000000005
14,,0,"[3.300000000015158, 3.300000000013387, 3.3000000000119725, 3.300000000011182, 3.300000000011271, 3.3000000000124294, 3.3000000000143754, 3.300000000012028, 0.010715129942257208, 0.012183472205294563, 0.013833910642806374, 0.015684901788466998, 0.017733814837519613, 0.020357826786046473, 0.025526420181763924, 0.08729785680104675]",4.032101666666667,6.650833333333334
15,,0,"[3.29999999940175, 3.299999999580808, 3.2999999996699305, 3.299999999705182, 2.3147417709528058, 2.265604066479442, 2.2493153273584485, 2.28643194444738, 2.4443513374322685]",2.32515,6.190111111111111
16,,0,"[2.485332297557743, 2.4178195489236662, 2.3494738826502757, 2.284732022424104, 2.227230708216372, 2.180178636656132, 2.146872388454495, 2.132426519055308, 2.1566845415854683, 2.3657494554893423]",2.72048125,5.6866249999999985
17,,0,"[2.5493952458125344, 2.4893158095683168, 2.4224930766363744, 2.3547470156197887, 2.2905575492650088, 2.233560827232932, 2.1870280941874993, 2.1544719446619816, 2.141407427320051, 2.166849983175786, 2.3621730275351323]",2.7904400000000003,6.337999999999999
18,,0,"[3.299999999499675, 3.2999999997918557, 3.299999999966284, 3.300000000046631, 3.3000000000847365, 3.300000000109551, 3.3000000001352685, 3.3000000001655123, 3.3000000001915515, 3.3000000001805336, 3.300000000042771]",2.8111099999999998,9.075
19,,0,"[3.2999999993846547, 3.2999999995224716, 3.2999999996765954, 3.299999999829302, 3.300000000009324, 3.30000000024185, 3.300000000540005, 3.300000000893419, 3.3000000005661776, 3.3000000005158587, 3.3000000004243826]",2.8111099999999998,9.075
20,,0,"[3.2999999999607152, 3.2999999999922713, 3.3000000000196414, 3.300000000011506, 3.3000000000610274]",1.2820799999999999,4.125
