,arrHour,highPower,power_kw,estDurationHrs,estEnergykWh
0,,0,"[3.106188609872982, 3.095538593948038, 3.084450861221006, 3.0744037104510027, 3.0673826183855204, 3.067362995566033, 3.086672610545008]",1.2226350000000001,3.597
1,,0,"[3.106188609872982, 3.095538593948038, 3.084450861221006, 3.0744037104510027, 3.0673826183855204, 3.067362995566033, 3.086672610545008]",1.2226350000000001,3.597
2,,0,"[3.106188609872982, 3.095538593948038, 3.084450861221006, 3.0744037104510027, 3.0673826183855204, 3.067362995566033, 3.086672610545008]",1.2226350000000001,3.597
3,,0,"[3.106188609872982, 3.095538593948038, 3.084450861221006, 3.0744037104510027, 3.0673826183855204, 3.067362995566033, 3.086672610545008]",1.2226350000000001,3.597
4,,0,"[3.106188609872982, 3.095538593948038, 3.084450861221006, 3.0744037104510027, 3.0673826183855204, 3.067362995566033, 3.086672610545008]",1.2226350000000001,3.597
5,,0,"[2.9587066865869, 2.9318005171130808, 2.9061897854094183, 2.8853030132983593, 3.2999999991437585, 3.2999999991088225, 3.299999999091649]",1.2226350000000001,3.597
6,,0,"[2.6630396572409722, 2.6176986763102708, 2.5768569430656414, 2.541960881463188, 2.5145863094964884, 2.4966613832927655, 2.4909210870190757, 2.502008366075077, 2.539799452358166, 2.632990320620194]",1.807638230769231,4.262753846153847
7,,0,"[3.2999999999781218, 3.299999999966097, 3.2999999999573757, 3.299999999953379, 3.2999999999532106, 3.299999999955782, 3.2999999999601584, 3.2999999999655696, 3.299999999971361, 3.299999999976944, 3.2999999999817304, 3.299999999985053, 3.29999999998603, 3.2999999999833296, 1.5836633838050262, 1.6691711916748428, 1.7894053549605784, 1.9419157663424376, 2.004844303730103]",3.2155733333333334,9.198166666666667
8,,0,"[3.299999994466698, 3.2999999950443466, 3.299999995389774, 3.299999995576226, 3.1172207730415, 3.114841955728902, 3.1121192904430948, 3.1094973818313942, 3.1072080664459083, 3.105315302958362, 3.103749399766684, 3.102350088159379, 3.1009669007944893, 3.09974950078756, 3.1000464097406324, 3.107506373037226, 5.298256123396417e-10, 5.975248210376084e-10, 6.766279165901594e-10, 7.69018860375951e-10, 1.267409576506208e-09]",3.596892,8.413428571428572
9,,0,"[3.299999999843541, 3.2999999998731946, 3.2999999999001304, 3.299999999918876, 3.2999999999313427, 3.299999999939519, 2.645151034111282, 2.6000458252092082, 2.5530670152399257, 2.505262421688082, 2.4574633102483454, 2.4103595712638914, 2.3645462439399463, 2.3205539613829504, 2.2788708408517904, 2.2399602078666745, 2.204277015440993, 2.172285125940195, 2.1444777376737214, 2.1214040820684072, 2.103707823180607, 2.0921880026100776, 2.087907518005666, 2.0924135874945797, 2.1082644215696504, 2.1405665976118256, 2.2028379959381947, 2.350512110562305]",4.67112306122449,11.666020408163266
